Product,Entity,Operation,Campaign ID,Ad Group ID,Portfolio ID,Ad ID,Keyword ID,Product Targeting ID,Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for Ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Native Language Keyword,Native Language Locale,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,ACOS,CPC,ROAS,status
Sponsored Products,Product Targeting,,312445897315248,310219486507341,,,,330131268244248,,,RG_B0CFDD6BQW_SP_auto_Substitutes_Ultimatum Roach,RG_B0CFDD6BQW_SP_auto_Substitutes_Ultimatum Roach,Ultimatum Roach - Jungle Click,,,,enabled,enabled,enabled,,,,,,,0.73,,,,,,,,,substitutes,substitutes,920,6,0.65%,1.26,0.00,0,0,0.00%,0.00%,0.21,0.00,
Sponsored Products,Campaign,,294599657679227,,59791410378934,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,20250506,,Manual,enabled,enabled,,5.00,,,,,,,,,,,,Dynamic bids - down only,,,,,587,19,3.24%,33.40,52.47,3,3,16.00%,63.66%,1.76,1.57,
Sponsored Products,Bidding Adjustment,,294599657679227,,,,,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,,enabled,,,,,,,,,,,,,,Dynamic bids - down only,Placement Amazon Business,0.00,,,12,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Bidding Adjustment,update,294599657679227,,,,,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,,enabled,,,,,,,,,,,,,,Dynamic bids - down only,Placement Rest Of Search,220.00,,,464,3,0.65%,5.58,0.00,0,0,0.00%,0.00%,1.86,0.00,
Sponsored Products,Bidding Adjustment,,294599657679227,,,,,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,,enabled,,,,,,,,,,,,,,Dynamic bids - down only,Placement Product Page,0.00,,,2,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Bidding Adjustment,update,294599657679227,,,,,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,,enabled,,,,,,,,,,,,,,Dynamic bids - down only,Placement Top,500.00,,,121,16,13.22%,27.82,52.47,3,3,19.00%,53.02%,1.74,1.89,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,493896509247492,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,Parametro1,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,418964608916337,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,Parametro2,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,511488096550455,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,foggers,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,320469632753251,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ultrasonic,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,391429527701141,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,foggers,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,513852626110195,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fogger,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,341413852832272,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fogger,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,405832836191908,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fipronil,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,537371633018979,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fipronil,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,557710310365963,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fipronil,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,364067827126658,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fipronil,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,427292266391612,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fipronil,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,342718604906444,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fogger,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,412253169172434,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fogger,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,371571089303301,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,fogger,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,362124124083923,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,477244000144890,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,310011322779407,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,302328990722935,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,386273234643530,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,362109521698265,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,551695166686170,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,433111637093704,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,556554318106940,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,485121349131211,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,aquashade pond dye,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,346924644345143,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,389972636552787,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,404805923714932,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,348452357759630,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,349997997983717,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,369500097900032,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,546769072263544,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,352809314099135,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,363220031020680,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,553540345665540,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,417991777631619,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,480310354633467,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,535847454467386,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,345603835444735,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,293103193209764,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,505186219681064,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,298338866592965,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,354531343340317,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,395641062621900,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,316658773151371,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,323698962060237,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,523069255733132,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b002y6dnck,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,341563962241669,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,529573788087702,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,411975760016915,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,484409098829663,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,478479680036197,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,402078467123764,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,377760571629814,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,410246260638949,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,284384799831660,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,368328812529856,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,435608838363669,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,509033205505078,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,542105000424119,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,503867876556375,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,393905289929213,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,530547538440372,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,foggers,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,441876929727997,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,alpine cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,548887966071319,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,341169163305446,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,343214243895927,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,503713888410724,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant bait gel,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,422461247400047,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,294599657679227,,,,354539625470519,,,,RG_B0CFDD6BQW_SP_phrase_roach gel bait_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,airplane cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
