asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,is_amazon_choice,is_best_seller,sales_volume,discount,brand,product_url,date,week,unit_price,sub_category_name,rank,product_photo
B0BNK6KQ19,"Biopharm Methylene Blue, 1% USP (Pharmaceutical) Grade: 2×50 mL Twin Pack Glass: 3rd Party Tested",47.97,52.77,4.4,2736,TRUE,FALSE,1K+ bought in past month,9.1,Biopharm,https://www.amazon.com/dp/B0BNK6KQ19,2025-09-25,39,$23.99,Lab Chemicals,2,https://m.media-amazon.com/images/I/61lztI3SybL._AC_SL1000_.jpg
B0D7DZ4D39,"Methylene Blue 1% – 60mL | Third-Party Tested, Alcohol-Free | Amber Dropper Bottle",24.99,39.99,4.3,503,FALSE,FALSE,,37.51,PureGood,https://www.amazon.com/dp/B0D7DZ4D39,2025-09-25,39,N/A,Organic Reagents,2,https://m.media-amazon.com/images/I/514Aja40euL._AC_.jpg
B0D96XGXH5,"Methylene Blue 1% Solution (2 Pack) - 2oz USP Pharmaceutical Grade Drops, 99.99% Pure, Third-Party Tested For Purity, Made in USA",35.99,39.99,4.4,321,FALSE,FALSE,,10,PureGood,https://www.amazon.com/dp/B0D96XGXH5,2025-09-25,39,N/A,Chemical Standards,2,https://m.media-amazon.com/images/I/81FASGqUijL._SL1500_.jpg
B0CPMZT7FP,Methylene Blue Drops - Methylene Blue Pharmaceutical Grade 1% - Liquid Drops Aqueous Solution 10 mg / 1 ml - Third Party Tested - Formaldehyde & Alcohol-Free - Made in USA 1.7 Fl OZ,21.89,25.89,4.3,658,FALSE,FALSE,1K+ bought in past month,15.45,LCG LABS,https://www.amazon.com/dp/B0CPMZT7FP,2025-09-25,39,$12.88,Aqueous Solutions,3,https://m.media-amazon.com/images/I/71s6pib72DL._AC_SL1500_.jpgB09J1JRSLC,"Methylene Blue Pharmaceutical Grade, USP Grade, Third-Party Tested Dietary Supplement for Humans, No Formaldehyde, Made in USA (1% 50ml Bottle)",,,4.3,3000,False,False,,,COMPASS LABORATORY,https://www.amazon.com/dp/B09J1JRSLC,2025-09-29,40,N/A,Not Available,Not Available,https://m.media-amazon.com/images/I/71JFOwkpKOL._AC_SL1500_.jpg
B0CCXVJTHH,"Methylene Blue Drops Pharmaceutical Grade 3.75 fl oz, USA Made Glass Bottle and Dropper Pure 1% Aqueous Solution 110 mL, USP Heavy Metals 3rd Party Tested",31.88,31.88,4.3,1052,False,True,1K+ bought in past month,,BACTERIOSTATIC,https://www.amazon.com/dp/B0CCXVJTHH,2025-09-29,40,$9.43,Inorganic Reagents,1,https://m.media-amazon.com/images/I/719xeCUs4rL._SL1500_.jpg
B0CV5QBFT7,"2% Methylene Blue 3.75 fl oz, USA Made Ultra Concentration Glass Bottle and Dropper Pharmaceutical Grade for Humans Nootropic Supplement - Heavy Metals Tested",49.88,49.88,4.3,859,False,False,1K+ bought in past month,,METHYLENE BLUE CO,https://www.amazon.com/dp/B0CV5QBFT7,2025-09-29,40,N/A,Analytical Reagents,4,https://m.media-amazon.com/images/I/710XA+N6v-L._SL1500_.jpg
B0BXTCGP6B,"Earth Harmony Methylene Blue 1% Pharmaceutical Grade Supplement with Dropper, Includes Nano Liquid Gold, Methylene Blue USP Grade, No Formaldehyde (2 Oz)",34.95,39.95,4.4,1721,False,True,5K+ bought in past month,12.52,Earth Harmony Naturals,https://www.amazon.com/dp/B0BXTCGP6B,2025-09-29,40,$17.48,Blended Vitamin & Mineral Supplements,66,https://m.media-amazon.com/images/I/611hvfZ3U+L._SL1500_.jpg
B0DJZB5VP7,Methylene Blue 1% Solution 3.4 Fl Oz - 100 ml | Ultra High Purity | USP Pharma Grade Ingredients - Third-Party Tested | Formaldehyde Free | Glass Bottle | Heiltropfen®,17.7,17.7,4.5,1225,False,False,2K+ bought in past month,,Heiltropfen,https://www.amazon.com/dp/B0DJZB5VP7,2025-09-29,40,$5.21,Lab Chemicals,6,https://m.media-amazon.com/images/I/71faPF2ElIL._SL1500_.jpg
B0CTFDSKY9,"Actiblue+ Methylene Blue 1% : Methylene Blue ISO Certified Third Party Lab Tested 99,9% No Formaldehyde No Alcohol No Gluten&GMO(2Fl.Oz)",16.95,16.95,4.4,504,False,False,400+ bought in past month,,Biovitalis Solutions,https://www.amazon.com/dp/B0CTFDSKY9,2025-09-29,40,$8.48,Blended Vitamin & Mineral Supplements,1345,https://m.media-amazon.com/images/I/51tcgHxZ2EL._AC_SL1200_.jpg
B0BNK6KQ19,"Biopharm Methylene Blue, 1% USP (Pharmaceutical) Grade: 2×50 mL Twin Pack Glass: 3rd Party Tested",47.97,52.77,4.4,2720,False,True,1K+ bought in past month,9.1,Biopharm,https://www.amazon.com/dp/B0BNK6KQ19,2025-09-29,40,$23.99,Organic Reagents,1,https://m.media-amazon.com/images/I/61lztI3SybL._AC_SL1000_.jpg
B0D7DZ4D39,"Methylene Blue 1% – 60mL | Third-Party Tested, Alcohol-Free | Amber Dropper Bottle",19.99,39.99,4.3,512,False,False,700+ bought in past month,50.01,PureGood,https://www.amazon.com/dp/B0D7DZ4D39,2025-09-29,40,N/A,Organic Reagents,2,https://m.media-amazon.com/images/I/514Aja40euL.jpg
B0D96XGXH5,"Methylene Blue 1% Solution (2 Pack) - 2oz USP Pharmaceutical Grade Drops, 99.99% Pure, Third-Party Tested For Purity, Made in USA",35.99,39.99,4.4,413,False,False,400+ bought in past month,10.0,PureGood,https://www.amazon.com/dp/B0D96XGXH5,2025-09-29,40,N/A,Chemical Standards,2,https://m.media-amazon.com/images/I/81FASGqUijL._AC_SL1500_.jpg
B0CPMZT7FP,Methylene Blue Drops - Methylene Blue Pharmaceutical Grade 1% - Liquid Drops Aqueous Solution 10 mg / 1 ml - Third Party Tested - Formaldehyde & Alcohol-Free - Made in USA 1.7 Fl OZ,21.89,25.89,4.3,659,False,False,1K+ bought in past month,15.45,LCG LABS,https://www.amazon.com/dp/B0CPMZT7FP,2025-09-29,40,$12.88,Aqueous Solutions,3,https://m.media-amazon.com/images/I/71s6pib72DL._AC_SL1500_.jpg
